learning epoch:  1 ...
preds:  ['Expansion.Construction.Construction.', 'Contingency.Cause.', 'Expansion.Manner', 'Comparison.Concession.Concession.Concession.Concession.Concession.Con', 'Contingency.Cause.', 'Temporal.Synchronous.', '           ', 'Expansion.Conjunction', 'Temporal.', 'Contingency.Cause', 'Expansion.Conjunction.', 'Comparison.Contribution.Contribution. Contribution.Contribution. Contribution.Contribu', 'Comparison.', 'Expansion. Conjunction', 'Expansion. Level-of-detail', 'Expansion.Mann']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Manner', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Synchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Level-of-detail', 'Expansion.Manner']
preds:  ['Contingency.Cause', 'Expansion. Level-of-detail', 'Contingency.', 'Comparison.concession.com', 'Contingency.', 'Expansion..Conjunction', 'Expansion. Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction.', 'Comparison.', 'Comparison.', 'Expansion. Level-of-detail', 'Comparison.', 'Expansion..Instantiation', 'Expansion.Equivalence', 'Comparison. Comparison. Comparison. Comparison.Concession+Speech Act.']  | target:  ['Contingency.Cause', 'Expansion.Level-of-detail', 'Contingency.Purpose', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Contrast', 'Comparison.Concession', 'Expansion.Level-of-detail', 'Comparison.Concession', 'Expansion.Instantiation', 'Expansion.Equivalence', 'Comparison.Concession+SpeechAct']
preds:  ['Contingency.', 'Contingency.', 'temporal.asynchronous', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.', 'Substitution', 'Expansion.Conjunction.', 'Temporal.Astrial.Astrial.Astrial.Astrial.A', 'Insistency.Condition Insistencies.Condition Insistency.Condition Insist', 'Contingency.', 'Expansion. Level-of-detail', 'Temporal.Synchronous', 'Comparison.Concision. Comparison.Concision. Comparison.Concision. Comparison.Con', 'Expansion.', 'Expansion. Level-of-detail']  | target:  ['Contingency.Cause', 'Contingency.Condition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Expansion.Conjunction', 'Expansion.Substitution', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Level-of-detail', 'Temporal.Synchronous', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Level-of-detail']
preds:  ['Expansion.Conjunction', 'Comparison.com', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.', 'Comparison.', 'Temporal.Synchronous', 'Expansion. Level-of-detail', 'Expansion. Level-of-detail', 'Expansion.Level -of-detail', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Disjunction', 'Expansion.Manner', 'hypophora', 'Expansion.Conjunction.']  | target:  ['Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Temporal.Synchronous', 'Expansion.Level-of-detail', 'Expansion.Level-of-detail', 'Expansion.Level-of-detail', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Disjunction', 'Expansion.Manner', 'Hypophora', 'Expansion.Conjunction']
preds:  ['Contingency.', 'Contingency.', 'Expansion.Conjunction', 'Comparison. Comparison. Comparison.', 'Contingency.', 'Expansion.Conjunction', 'Temporal.', 'Temporal.Asynchronous', 'Temporal.', '           ', 'Contingency.', 'Contingency..Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Synchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Purpose', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous']
preds:  ['Contingency.Purpose', 'Contingency.Cause', 'contency.Case.Case.Case.Case.C', 'Contingency.Cade', 'Comparison.Concession', 'Temporal.Astrial.Astrial.Astrial.Astrial.A', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level-of-detail', 'Expansion.', 'Temporal.Asynchronous.', 'For example, if you are a member of a group, you may be a member of a', 'Expansion. Level-of-details', 'Expansion.Construction.Construction.Construction.Construction.', 'Temporal.asynchronous.', 'Expansion.Conjunction']  | target:  ['Contingency.Purpose', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level-of-detail', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Level-of-detail', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Conjunction']
preds:  ['Expansion.Construction.Construction.Construction.Construction.Construction.', 'Comparison. Contrat', 'Expansion.', 'Expansion.Manner', 'Comparison.Convention.Convention.Company.Convention.Conction.Convention.Convention.', 'Contingency.', 'Expansion.Instantision.Instantiation', 'Expansion.Conjunction.', 'Expansion.Level-of-detail', 'Contingency. Drink', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Construction.Construction.Construction.Construction.Construction.Cons', 'Expansion.', 'Contingency.Cause', 'Expansion.Conjunction.']  | target:  ['Expansion.Conjunction', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Manner', 'Comparison.Concession', 'Contingency.Purpose', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Expansion.Level-of-detail', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Manner', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Temporal.Asynchronous', 'Expansion. Instantiation', 'Expansion.Conjunction', 'Contingency.Cabineal.Cabineal.Cabineal.Cabineal.', 'Expansion.Instantiation', 'Comparison.Concession', '           ', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion. Level-of-detail', 'Temporal.Asynchronous', 'Expansion. Instantiation', 'Contingency.', 'Expansion.Construction.', 'Expansion.Conjunction', 'Contingency.Cause']  | target:  ['Temporal.Asynchronous', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Instantiation', 'Comparison.Concession', 'Comparison.Contrast', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Level-of-detail', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Contingency.Purpose', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Expansion.', 'Comparison.Concession', 'Aphrodisida is a symphony of the symphony', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Context', 'Contingency. Charge.Cause.Cause.Causes.Causes.', 'Expansion. Level-of-detail', 'Expansion.Conjunction.', 'Comparison.Convention.Convention.Convention.Convention.Convention.Convention.Convention.Con', 'Expansion.Conjunction.', 'Expansion.Instantification', 'Expansion.', 'Expansion.Conjunction.', 'Comparison.', 'Expansion.Instantiation']  | target:  ['Expansion.Conjunction', 'Comparison.Concession', 'Hypophora', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Level-of-detail', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Comparison.Similarity', 'Expansion.Instantiation']
preds:  ['Contingency.', 'Comparison.com comparison.com. comparison.com. comparison.com. comparison.com. comparison', 'Expansion. Level-of-detail', 'Temporal.Asynchronous.', 'Contingency.', 'Expansion.Conjunction', 'Comparison.Concession.Concession. Comparison.Concession. Concession. Comparison.Concession.', 'Conjunction.Conjunction.', 'Expansion. Conjunction.', 'Expansion.Conjunction', 'Expansion.Subvention', 'Temporal.Astual.Astual.', 'Contingency.Cause.', 'Temporal.Synhypral.Synchronous.', 'Contingency.', 'Expansion.Construction.Construction']  | target:  ['Contingency.Cause', 'Comparison.Contrast', 'Expansion.Level-of-detail', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Substitution', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Synchronous', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['Expansion. Conjunction.', 'Contingency.', 'Contingency.', 'Expansion.', 'Contingency.', 'Counterfeit.com - Counterfeit.com - Counterfeit.com -', 'expansion.Conjunction', 'Contingency.Cause', 'Comparison.', 'Comparison.', 'Contingency.', 'Contingency.', 'Comparison.', 'Comparison.', 'Expansion.Conjunction', 'Compare.Contrast.com Comparison.Contrast.com Comparison.Contrast.com Comparison.Con']  | target:  ['Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction', 'Contingency.Cause', 'Comparison.Contrast', 'Comparison.Contrast', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Contrast']
